total_dist,total_time,avg_speed,min_speed,max_speed,target
290.0,1493.44,5.15,0.09,24.32,1
2229.0,1410.09,0.63,0.0,10.24,2
1386.0,16008.77,11.55,0.59,16.29,1
278.0,374.11,1.35,0.0,5.33,3
803.0,4167.02,5.19,0.78,12.02,2
177.0,222.72,1.26,0.63,1.16,3
189.0,422.39,2.23,0.09,5.86,3
132.0,261.44,1.98,1.18,1.33,3
355.0,946.49,2.67,0.38,4.58,3
64.0,141.4,2.21,0.34,4.95,3
605.0,248.34,0.41,0.04,3.17,3
840.0,2673.34,3.18,0.07,10.03,2
2820.0,7689.36,2.73,0.0,12.42,2
75.0,262.24,3.5,0.75,3.24,2
731.0,871.74,1.19,0.77,1.47,3
282.0,384.31,1.36,0.96,1.27,3
2647.0,5531.71,2.09,0.0,11.14,2
245.0,326.89,1.33,0.0,3.9,3
471.0,523.98,1.11,0.34,2.13,3
628.0,1801.66,2.87,0.0,13.15,2
214.0,835.57,3.9,1.92,5.18,2
2691.0,3471.65,1.29,0.0,10.71,2
224.0,259.57,1.16,0.49,1.07,3
418.0,1712.17,4.1,0.37,25.14,1
776.0,1391.86,1.79,0.0,13.42,2
268.0,384.31,1.43,0.0,5.77,3
580.0,1925.59,3.32,0.77,6.04,2
552.0,715.53,1.3,0.0,4.26,3
85.0,93.58,1.1,0.45,4.82,3
144.0,89.4,0.62,0.0,3.95,3
524.0,1212.25,2.31,0.07,12.06,2
605.0,2379.71,3.93,0.0,9.96,2
1106.0,7865.37,7.11,0.22,15.78,1
66.0,69.62,1.05,0.09,2.47,3
523.0,752.4,1.44,1.05,1.72,3
984.0,3533.99,3.59,0.0,7.95,2
2238.0,6568.53,2.93,0.0,16.01,1
232.0,276.04,1.19,0.82,1.36,3
1762.0,111929.93,63.52,4.97,84.42,4
891.0,1269.87,1.43,0.0,10.88,1
4465.0,8002.85,1.79,0.29,4.69,2
2132.0,12645.82,5.93,0.0,24.82,1
733.0,267.24,0.36,0.05,4.09,3
1646.0,5461.41,3.32,0.0,9.82,2
237.0,360.95,1.52,0.43,4.07,3
715.0,2366.86,3.31,0.0,8.75,2
132.0,311.63,2.36,0.51,7.28,2
1755.0,111958.13,63.79,10.84,83.97,4
342.0,601.04,1.76,0.06,5.53,3
384.0,278.53,0.73,0.34,0.99,3
3828.0,62607.38,16.36,0.0,31.92,4
1716.0,2038.46,1.19,0.0,13.23,2
90.0,104.74,1.16,0.0,5.09,3
724.0,825.01,1.14,0.07,5.08,3
2232.0,16114.99,7.22,0.0,22.21,1
352.0,483.84,1.37,0.17,5.94,3
810.0,2849.88,3.52,1.44,6.38,2
377.0,3908.87,10.37,0.95,16.09,4
38.0,75.63,1.99,0.45,4.18,3
448.0,797.09,1.78,0.24,5.35,3
595.0,2072.05,3.48,0.0,11.22,2
976.0,9156.56,9.38,1.04,15.48,1
230.0,212.01,0.92,0.0,2.14,3
1134.0,812.72,0.72,0.0,4.39,3
86.0,124.89,1.45,0.55,2.26,3
445.0,1539.81,3.46,1.43,5.03,2
491.0,262.47,0.53,0.0,4.16,3
134.0,188.8,1.41,0.0,2.31,3
1251.0,5771.68,4.61,0.0,9.03,2
180.0,192.87,1.07,0.0,5.13,3
4922.0,1019.31,0.21,0.0,4.5,3
798.0,1733.07,2.17,0.04,12.89,2
1000.0,7999.27,8.0,0.3,15.33,1
2134.0,1277.78,0.6,0.14,1.55,3
155.0,158.15,1.02,0.0,5.45,3
380.0,4972.95,13.09,0.0,19.5,1
1716.0,2374.22,1.38,0.51,3.59,3
1480.0,105480.12,71.27,8.52,84.2,4
3484.0,4821.54,1.38,0.0,10.3,2
88.0,109.49,1.24,0.0,1.9,3
706.0,1342.03,1.9,0.08,13.58,2
714.0,2246.63,3.15,0.09,13.17,2
1210.0,14388.79,11.89,0.0,22.19,1
1042.0,4145.55,3.98,0.0,11.27,2
126.0,180.9,1.44,0.67,1.7,3
425.0,548.24,1.29,0.0,2.9,3
2374.0,6129.7,2.58,0.04,8.19,2
1444.0,4880.9,3.38,0.0,12.1,2
113.0,127.13,1.13,0.0,3.45,3
115.0,158.81,1.38,0.52,5.44,3
106.0,186.42,1.76,0.18,5.9,3
185.0,271.4,1.47,0.0,3.66,3
4604.0,1435.79,0.31,0.04,1.75,3
502.0,740.77,1.48,0.0,5.03,3
355.0,431.08,1.21,0.0,4.78,3
1077.0,4243.79,3.94,0.0,11.12,2
896.0,2825.11,3.15,0.06,10.54,2
248.0,2486.38,10.03,0.04,16.08,1
395.0,525.28,1.33,0.0,3.33,3
63.0,60.02,0.95,0.27,0.66,3
1855.0,17336.16,9.35,0.0,20.84,1
1072.0,2614.65,2.44,0.0,10.12,2
254.0,470.83,1.85,1.51,2.78,3
406.0,528.22,1.3,0.0,4.59,3
580.0,824.39,1.42,0.19,3.61,3
690.0,9646.73,13.98,0.0,33.78,1
387.0,182.51,0.47,0.26,0.61,3
102.0,107.3,1.05,0.07,3.87,3
150.0,332.19,2.21,0.21,4.68,2
96.0,83.61,0.87,0.0,2.36,3
142.0,159.14,1.12,0.85,1.37,3
8.0,15.75,1.97,0.39,5.36,3
4153.0,16060.2,3.87,0.0,23.28,1
636.0,2157.77,3.39,0.04,8.18,2
1412.0,18483.27,13.09,0.0,22.2,1
91.0,77.39,0.85,0.29,1.52,3
270.0,340.73,1.26,0.04,3.71,3
235.0,142.11,0.6,0.29,0.83,3
1322.0,753.96,0.57,0.37,5.28,3
188.0,496.06,2.64,0.04,4.39,2
331.0,869.96,2.63,0.07,10.66,2
1278.0,2653.61,2.08,0.0,11.16,2
325.0,153.11,0.47,0.0,3.53,3
996.0,4024.08,4.04,0.0,8.94,2
194.0,111.9,0.58,0.04,3.56,3
1184.0,3294.37,2.78,0.0,13.34,2
92.0,48.66,0.53,0.07,2.27,3
3714.0,998.2,0.27,0.0,3.39,3
10431.0,420315.76,40.29,0.0,69.44,4
471.0,603.55,1.28,0.0,4.48,3
436.0,347.47,0.8,0.0,4.39,3
870.0,1054.22,1.21,0.06,5.14,3
343.0,536.5,1.56,0.62,4.06,3
224.0,251.17,1.12,0.0,2.22,3
880.0,1039.52,1.18,0.0,4.44,3
866.0,3432.32,3.96,0.0,15.72,1
885.0,322.57,0.36,0.03,2.38,3
404.0,596.36,1.48,0.1,5.29,3
170.0,253.83,1.49,0.43,2.95,3
200.0,221.03,1.11,0.0,3.45,3
37723.0,6064.13,0.16,0.04,4.96,2
479.0,687.87,1.44,0.73,3.63,3
868.0,2692.79,3.1,0.0,8.42,2
1632.0,4124.08,2.53,0.04,9.51,2
768.0,976.62,1.27,0.26,4.49,3
252.0,775.68,3.08,1.31,4.46,2
304.0,455.12,1.5,0.05,3.92,3
111.0,117.78,1.06,0.29,4.91,3
2409.0,14678.93,6.09,0.26,38.16,1
380.0,2763.34,7.27,0.0,15.89,1
488.0,1539.28,3.15,0.31,11.4,1
1252.0,3502.49,2.8,0.0,11.04,2
494.0,754.94,1.53,0.0,4.36,3
37298.0,11532.94,0.31,0.18,3.15,3
1570.0,4690.36,2.99,0.0,11.88,2
22.0,6.56,0.3,0.0,0.54,3
130.0,120.26,0.93,0.52,0.65,3
47585.0,1136923.22,23.89,0.0,70.96,4
76.0,42.86,0.56,0.19,4.0,3
1106.0,1246.61,1.13,0.0,3.51,3
1119.0,898.27,0.8,0.1,1.48,3
176.0,518.48,2.95,0.0,7.29,2
854.0,2875.07,3.37,0.0,7.6,2
558.0,857.29,1.54,0.06,5.49,3
185.0,234.23,1.27,0.0,4.1,3
500.0,685.24,1.37,0.0,5.27,3
6332.0,3945.8,0.62,0.0,4.22,3
812.0,842.85,1.04,0.0,3.31,3
370.0,5663.98,15.31,4.16,24.01,1
500.0,543.26,1.09,0.0,2.56,3
45.0,48.37,1.07,0.22,2.19,3
300.0,163.94,0.55,0.0,3.61,3
110.0,131.18,1.19,0.07,2.81,3
1200.0,3236.81,2.7,0.11,8.76,2
437.0,436.67,1.0,0.17,4.69,3
228.0,245.88,1.08,0.0,5.35,3
44.0,69.23,1.57,0.65,3.67,3
462.0,1237.05,2.68,0.12,8.57,2
1354.0,4416.01,3.26,0.04,9.44,2
1739.0,111746.35,64.26,3.89,84.38,4
875.0,2359.27,2.7,0.17,11.57,2
2673.0,2454.56,0.92,0.16,1.62,3
988.0,14476.82,14.65,0.0,22.8,1
440.0,1431.35,3.25,0.0,5.48,2
124.0,173.48,1.4,0.06,5.28,3
932.0,3969.35,4.26,0.0,12.8,2
375.0,516.62,1.38,0.0,5.84,3
242.0,534.79,2.21,0.06,4.18,3
203.0,336.3,1.66,0.56,3.45,3
1116.0,9403.6,8.43,0.26,15.26,1
566.0,2151.01,3.8,0.0,11.29,2
195.0,239.92,1.23,0.2,2.21,3
4256.0,17438.73,4.1,0.0,17.69,1
215.0,82.36,0.38,0.17,0.96,3
340.0,415.36,1.22,0.0,4.37,3
1252.0,2211.3,1.77,0.4,16.71,4
314.0,609.71,1.94,0.02,11.76,2
854.0,2875.07,3.37,0.0,7.6,2
319.0,3955.77,12.4,3.16,18.42,1
538.0,1667.93,3.1,0.06,10.52,2
413.0,687.23,1.66,0.0,5.74,3
356.0,536.97,1.51,0.19,5.41,3
606.0,2072.37,3.42,0.0,7.37,2
734.0,2306.05,3.14,0.85,4.81,2
46.0,145.18,3.16,1.32,1.35,3
643.0,2301.27,3.58,0.69,21.53,4
205.0,184.67,0.9,0.0,3.83,3
39.0,48.73,1.25,0.64,5.95,3
2095.0,2391.42,1.14,0.03,4.37,3
1054.0,3044.72,2.89,0.0,8.39,2
201.0,1068.01,5.31,0.19,12.46,1
265.0,377.38,1.42,0.0,4.58,3
214.0,171.03,0.8,0.07,3.56,3
2538.0,3036.05,1.2,0.0,8.54,2
22.0,38.88,1.77,0.86,1.11,3
1095.0,1039.98,0.95,0.0,4.77,3
1833.0,111920.49,61.06,7.16,79.82,4
80.0,146.38,1.83,0.3,3.45,3
375.0,847.92,2.26,0.0,5.79,2
266.0,970.23,3.65,0.97,5.11,2
109.0,222.26,2.04,1.09,1.3,3
73.0,114.35,1.57,0.26,3.68,3
104.0,378.56,3.64,0.31,6.67,2
823.0,4121.7,5.01,0.0,17.32,1
725.0,937.34,1.29,0.97,1.74,3
490.0,432.98,0.88,0.15,3.63,3
829.0,1286.09,1.55,0.0,5.76,3
1024.0,3619.2,3.53,0.0,13.8,2
385.0,536.05,1.39,0.0,4.93,3
339.0,280.82,0.83,0.26,3.09,3
170.0,86.27,0.51,0.0,2.81,3
9314.0,24822.34,2.67,0.0,11.92,2
475.0,722.46,1.52,1.13,1.82,3
725.0,7996.69,11.03,0.96,51.92,4
378.0,492.65,1.3,0.0,2.86,3
380.0,556.11,1.46,0.14,4.49,3
108.0,131.59,1.22,0.26,1.89,3
828.0,2552.36,3.08,0.11,9.47,2
2806.0,19593.65,6.98,0.0,12.96,2
425.0,5.64,0.01,0.0,0.06,3
1533.0,4014.39,2.62,0.0,17.55,1
1808.0,112008.39,61.95,8.09,81.61,4
1374.0,2808.71,2.04,0.0,10.95,2
220.0,240.99,1.1,0.0,5.68,3
1214.0,2656.79,2.19,0.06,4.9,2
490.0,670.66,1.37,0.0,4.99,3
1048.0,3293.89,3.14,0.0,9.14,2
459.0,805.28,1.75,0.0,5.67,3
530.0,667.37,1.26,0.0,3.09,3
1212.0,1339.46,1.11,0.0,3.63,3
595.0,1325.43,2.23,0.0,5.21,2
1066.0,3127.36,2.93,0.0,12.67,2
5593.0,5289.22,0.95,0.03,5.55,3
1766.0,111858.11,63.34,6.67,84.0,4
93.0,10.01,0.11,0.0,0.23,3
118.0,135.19,1.15,0.13,5.85,3
11218.0,188925.92,16.84,0.07,40.22,4
3131.0,3097.63,0.99,0.0,4.56,2
735.0,1158.36,1.58,0.0,5.84,3
125.0,169.44,1.36,0.34,2.34,3
1506.0,3742.48,2.49,0.0,17.43,1
65.0,151.08,2.32,1.23,3.73,3
30.0,40.02,1.33,0.17,4.78,3
1631.0,4156.77,2.55,0.0,22.64,1
731.0,2446.47,3.35,0.0,10.99,2
806.0,1840.7,2.28,0.0,17.83,1
475.0,491.5,1.03,0.18,1.31,3
970.0,3187.13,3.29,0.65,6.57,2
990.0,14243.8,14.39,0.06,20.78,1
228.0,914.91,4.01,1.41,6.22,2
462.0,367.02,0.79,0.0,3.76,3
255.0,630.04,2.47,0.02,6.5,2
225.0,295.62,1.31,0.0,3.86,3
417.0,1682.82,4.04,1.0,11.52,2
120.0,93.8,0.78,0.21,0.78,3
760.0,1104.35,1.45,0.06,5.37,3
912.0,2967.87,3.25,0.0,8.53,2
14.0,36.6,2.61,1.0,3.33,3
939.0,2421.3,2.58,0.3,4.37,2
834.0,3061.55,3.67,0.0,10.98,2
56.0,208.8,3.73,1.75,7.58,2
564.0,1720.08,3.05,0.73,6.08,2
1594.0,451.29,0.28,0.0,4.1,3
70.0,43.29,0.62,0.0,1.71,1
1213.0,4126.07,3.4,0.0,5.62,2
531.0,2978.39,5.61,0.11,19.48,1
202.0,468.22,2.32,0.28,5.51,3
5389.0,5276.63,0.98,0.05,1.54,3
115.0,159.83,1.39,0.27,2.6,3
83.0,93.21,1.12,0.36,2.63,3
40.0,54.3,1.36,0.4,2.43,3
978.0,389.45,0.4,0.0,5.06,3
1226.0,2786.33,2.27,0.0,12.37,2
1048.0,3493.35,3.33,0.0,11.84,2
1922.0,1309.93,0.68,0.0,4.45,3
62.0,46.96,0.76,0.0,2.5,3
777.0,2104.54,2.71,0.0,10.67,2
90.0,106.22,1.18,0.0,5.6,3
508.0,1271.57,2.5,0.11,4.93,2
1311.0,7368.57,5.62,0.0,31.67,1
1259.0,4158.32,3.3,0.0,19.24,1
12.0,33.23,2.77,1.59,3.06,3
558.0,263.05,0.47,0.14,2.03,3
27.0,42.1,1.56,0.63,3.28,3
215.0,355.21,1.65,0.0,4.01,3
3332.0,39329.87,11.8,0.0,26.59,1
696.0,729.59,1.05,0.75,1.32,3
100.0,115.48,1.15,0.3,2.77,3
1532.0,4680.32,3.06,0.04,11.58,2
870.0,1054.22,1.21,0.06,5.14,3
46.0,31.39,0.68,0.14,1.17,3
4416.0,9076.02,2.06,0.0,10.61,2
684.0,7456.69,10.9,0.0,19.03,1
48.0,72.62,1.51,0.0,3.37,3
880.0,2497.34,2.84,0.43,16.22,1
775.0,989.16,1.28,0.0,5.09,3
408.0,535.91,1.31,0.0,4.42,3
811.0,3664.52,4.52,0.0,20.55,1
2735.0,791.96,0.29,0.0,4.16,3
41426.0,4571.04,0.11,0.0,4.14,2
1316.0,636.28,0.48,0.0,4.79,3
375.0,847.92,2.26,0.0,5.79,2
201.0,927.35,4.61,2.8,9.28,2
275.0,320.53,1.17,0.0,2.96,3
5980.0,2432.18,0.41,0.0,5.82,3
447.0,607.18,1.36,0.0,3.69,3
33.0,54.73,1.66,0.74,2.79,3
59.0,126.79,2.15,0.65,4.63,3
44693.0,7071.25,0.16,0.01,5.05,2
95.0,187.23,1.97,1.0,4.31,3
745.0,416.41,0.56,0.0,5.28,3
1675.0,4046.98,2.42,0.0,10.7,2
240.0,286.73,1.19,0.0,3.93,3
686.0,2127.2,3.1,0.04,8.88,2
125.0,307.92,2.46,0.0,4.07,2
822.0,3878.42,4.72,1.05,5.18,2
595.0,2072.05,3.48,0.0,11.22,2
358.0,369.35,1.03,0.0,3.67,3
356.0,494.47,1.39,0.04,4.92,3
1196.0,3402.21,2.84,0.0,9.69,2
1975.0,111083.7,56.24,0.3,82.82,4
31607.0,728.48,0.02,0.0,5.87,3
1520.0,4002.15,2.63,0.0,10.49,2
92.0,229.47,2.49,0.64,4.75,3
9923.0,38283.82,3.86,0.0,11.41,2
959.0,546.77,0.57,0.0,5.99,3
478.0,2149.56,4.5,0.0,15.83,1
1925.0,52085.48,27.06,0.78,36.62,1
570.0,520.56,0.91,0.07,3.17,3
382.0,308.47,0.81,0.46,0.82,3
180.0,216.44,1.2,0.0,2.96,3
1026.0,3459.65,3.37,0.0,11.14,2
1423.0,4377.48,3.08,0.0,12.57,2
255.0,2118.96,8.31,0.0,22.02,1
57.0,155.61,2.73,1.38,4.93,3
950.0,4130.92,4.35,0.0,7.83,2
102.0,114.45,1.12,0.14,2.84,3
5183.0,953.2,0.18,0.0,5.31,3
1226.0,223.73,0.18,0.0,3.44,3
558.0,2352.08,4.22,0.0,17.29,1
342.0,1220.0,3.57,0.39,4.71,2
325.0,355.69,1.09,0.0,3.48,3
6590.0,8659.35,1.31,0.0,32.9,1
2335.0,114927.19,49.22,2.43,67.96,4
409.0,600.64,1.47,0.0,4.64,3
749.0,108.1,0.14,0.05,4.67,3
1743.0,111629.31,64.04,4.62,83.89,4
634.0,2452.37,3.87,0.1,17.88,1
120.0,203.48,1.7,0.7,2.02,3
491.0,6078.61,12.38,1.66,23.49,1
134.0,145.48,1.09,0.0,4.42,3
946.0,4135.91,4.37,0.0,23.69,1
237.0,732.42,3.09,0.73,10.82,2
549.0,758.55,1.38,1.08,2.53,3
124.0,195.68,1.58,0.68,5.13,3
424.0,324.49,0.77,0.12,3.2,3
42.0,113.49,2.7,2.06,3.27,3
492.0,1237.54,2.52,0.0,11.63,2
198.0,318.74,1.61,0.3,4.21,3
601.0,318.43,0.53,0.0,4.39,3
4680.0,447.31,0.1,0.0,3.44,3
65.0,110.39,1.7,1.4,2.99,3
6843.0,274313.32,40.09,4.17,48.63,4
324.0,392.73,1.21,0.0,2.03,3
70.0,76.43,1.09,0.61,0.96,3
25359.0,552098.18,21.77,0.0,49.13,4
1745.0,111777.06,64.06,7.71,83.62,4
303.0,274.84,0.91,0.28,2.05,3
751.0,1837.95,2.45,0.0,8.47,2
28267.0,581113.59,20.56,0.0,36.64,4
471.0,1625.93,3.45,0.0,14.57,1
407.0,3845.08,9.45,0.0,19.37,1
80.0,29.02,0.36,0.0,1.0,3
193.0,307.11,1.59,0.25,4.21,3
473.0,618.06,1.31,0.0,10.48,2
19.0,16.11,0.85,0.14,2.59,3
1016.0,3394.71,3.34,0.0,9.87,2
450.0,311.33,0.69,0.02,2.96,3
628.0,798.91,1.27,0.0,3.54,3
1304.0,4054.22,3.11,0.0,13.03,2
432.0,997.54,2.31,0.0,10.88,2
906.0,7029.02,7.76,1.31,14.05,1
94.0,128.34,1.37,0.47,2.19,3
155.0,335.29,2.16,0.69,5.9,3
362.0,2034.17,5.62,0.05,13.44,1
148.0,588.88,3.98,2.64,4.32,2
456.0,1119.36,2.45,0.05,7.24,2
240.0,131.87,0.55,0.34,0.86,3
797.0,4253.91,5.34,0.0,22.63,1
470.0,2690.65,5.72,0.0,19.18,1
3090.0,5875.27,1.9,0.0,9.27,2
1248.0,1159.53,0.93,0.0,3.86,3
302.0,1583.55,5.24,0.0,12.62,1
375.0,450.85,1.2,0.0,1.85,3
814.0,2443.13,3.0,0.0,6.39,2
1484.0,4210.92,2.84,0.0,6.93,2
846.0,1297.64,1.53,0.0,5.34,3
467.0,4081.66,8.74,0.0,18.49,1
894.0,10518.82,11.77,0.0,21.47,1
1655.0,13521.91,8.17,0.0,30.7,1
238.0,237.82,1.0,0.0,5.12,3
710.0,506.27,0.71,0.0,3.81,3
390.0,2904.88,7.45,0.0,15.12,1
50814.0,2230.5,0.04,0.02,12.52,2
658.0,843.44,1.28,0.0,2.99,3
124.0,285.12,2.3,1.53,2.15,3
2339.0,2041.96,0.87,0.0,4.11,3
160.0,194.21,1.21,0.0,2.13,3
574.0,681.11,1.19,0.04,2.74,3
420.0,1616.2,3.85,0.78,4.85,2
215.0,297.89,1.39,0.0,5.74,3
295.0,400.34,1.36,0.0,3.33,3
346.0,2276.22,6.58,0.31,11.83,1
226.0,61.52,0.27,0.05,3.06,3
64.0,83.49,1.3,0.73,1.29,3
1042.0,3174.24,3.05,0.0,11.03,2
177.0,1432.96,8.1,0.56,15.12,1
474.0,4098.04,8.65,0.0,20.43,1
595.0,3624.92,6.09,0.0,25.04,1
1406.0,1583.54,1.13,0.0,3.56,3
1390.0,11439.6,8.23,0.0,21.53,1
145.0,236.47,1.63,0.22,4.61,3
1125.0,11344.47,10.08,0.09,15.58,1
7860.0,493.97,0.06,0.01,2.03,3
134.0,155.78,1.16,0.62,3.0,3
399.0,324.08,0.81,0.0,3.71,3
12235.0,277729.37,22.7,0.0,32.73,4
579.0,3926.14,6.78,0.38,16.8,4
89.0,169.6,1.91,1.44,1.8,3
166.0,57.22,0.34,0.13,1.83,3
940.0,10177.25,10.83,0.0,21.09,1
324.0,415.0,1.28,0.0,5.39,3
334.0,206.15,0.62,0.0,2.61,3
130.0,163.28,1.26,0.09,5.31,3
105.0,135.67,1.29,0.09,5.63,3
28672.0,11106.3,0.39,0.0,18.56,1
385.0,1091.45,2.83,0.31,7.1,2
291.0,386.07,1.33,0.07,5.0,3
183.0,276.3,1.51,0.56,2.59,3
1298.0,3419.22,2.63,0.06,13.57,2
342.0,2211.04,6.47,3.94,10.85,1
1882.0,3769.46,2.0,0.0,11.81,2
979.0,2650.53,2.71,0.0,11.46,2
435.0,184.81,0.42,0.0,4.41,3
6514.0,3720.53,0.57,0.0,4.53,3
134.0,220.18,1.64,1.27,1.67,3
238.0,104.36,0.44,0.0,2.49,3
928.0,959.63,1.03,0.0,4.81,3
360.0,470.81,1.31,0.04,5.12,3
2989.0,2772.1,0.93,0.0,3.04,3
871.0,5069.99,5.82,0.0,25.62,1
64.0,48.73,0.76,0.06,2.69,3
820.0,1950.7,2.38,0.0,10.77,2
1813.0,551.52,0.3,0.0,4.23,3
1080.0,4103.3,3.8,0.0,6.41,2
365.0,2073.34,5.68,0.0,16.94,1
4946.0,22969.09,4.64,0.0,19.87,1
781.0,7927.54,10.15,0.0,21.26,1
383.0,4907.87,12.81,0.0,22.26,1
79.0,120.03,1.52,0.43,3.21,3
7536.0,4316.85,0.57,0.0,5.94,3
485.0,1050.28,2.17,0.23,4.65,3
90.0,29.36,0.33,0.0,0.92,3
80.0,90.67,1.13,0.0,2.76,3
160.0,234.77,1.47,0.59,2.26,3
678.0,544.1,0.8,0.0,5.65,3
120.0,134.35,1.12,0.0,2.14,3
233.0,340.33,1.46,0.0,5.71,3
210.0,280.2,1.33,0.0,5.11,3
957.0,1270.08,1.33,0.0,5.79,3
423.0,393.74,0.93,0.0,4.38,3
1001.0,10565.14,10.55,0.0,21.05,1
359.0,1017.07,2.83,1.51,3.76,2
99.0,957.65,9.67,3.01,18.73,1
94.0,56.27,0.6,0.0,3.18,3
55.0,202.67,3.68,1.24,1.32,3
265.0,354.37,1.34,0.0,2.58,3
152.0,114.88,0.76,0.07,3.79,3
697.0,1941.28,2.79,0.62,4.96,2
1151.0,4577.75,3.98,0.0,6.96,2
804.0,657.98,0.82,0.36,2.14,3
836.0,3182.07,3.81,0.06,10.89,2
95.0,417.81,4.4,1.33,7.54,4
420.0,922.92,2.2,0.0,5.9,2
733.0,267.24,0.36,0.05,4.09,3
36.0,42.02,1.17,0.14,2.91,3
460.0,1199.11,2.61,0.28,4.73,2
164.0,206.97,1.26,0.04,5.05,3
183.0,179.08,0.98,0.0,2.65,3
90.0,223.48,2.48,0.73,6.42,2
434.0,626.68,1.44,0.04,2.91,3
222.0,141.53,0.64,0.18,5.59,3
711.0,341.22,0.48,0.25,0.55,3
112.0,157.74,1.41,0.28,2.75,3
589.0,531.83,0.9,0.16,1.23,3
774.0,2631.39,3.4,0.04,8.87,2
844.0,814.68,0.97,0.0,4.85,3
368.0,2577.12,7.0,0.0,18.18,1
786.0,1642.88,2.09,0.04,8.66,2
370.0,1025.62,2.77,1.6,3.66,2
988.0,5573.43,5.64,0.04,19.48,1
497.0,1704.57,3.43,0.89,10.18,2
525.0,588.92,1.12,0.0,3.8,3
192.0,174.19,0.91,0.04,5.22,3
410.0,355.15,0.87,0.0,11.87,2
8913.0,288006.1,32.31,0.0,73.04,4
2008.0,16592.2,8.26,0.0,18.82,1
2505.0,1312.98,0.52,0.0,2.4,3
70.0,39.34,0.56,0.04,1.75,3
830.0,442.18,0.53,0.0,5.05,3
101.0,112.02,1.11,0.0,3.75,3
441.0,337.01,0.76,0.0,3.33,3
2462.0,17840.23,7.25,0.24,16.38,1
65.0,77.97,1.2,0.51,1.84,3
1566.0,16616.2,10.61,0.0,22.26,1
66.0,62.5,0.95,0.0,3.67,3
490.0,806.44,1.65,0.0,5.62,3
712.0,462.53,0.65,0.0,1.39,3
46.0,134.24,2.92,1.05,4.2,3
1830.0,4649.69,2.54,0.0,9.63,2
893.0,5114.75,5.73,0.0,21.09,1
96.0,163.32,1.7,0.09,4.14,3
625.0,844.87,1.35,0.46,2.35,3
